Geographic Area Names,Total Female Age 18-44 years,"Total AmericanIndianORAlaskaNative Female, 18-44","Total BlackorAfricanAmerican Female, 18-44","Total HispanicORlatino Female, 18-44","Total White Female, 18-44","Total Asian Female, 18-44","Total NativeHawaiin&OtherPacificIslander Female, 18-44"
"Block Group 3, Census Tract 125, Bibb County, Georgia",544,0.0,516.0,17.0,10.0,0.0,1.0
"Block Group 1, Census Tract 126, Bibb County, Georgia",875,0.0,679.0,35.0,118.0,42.0,1.0
"Block Group 2, Census Tract 126, Bibb County, Georgia",129,0.0,100.0,5.0,17.0,6.0,1.0
"Block Group 3, Census Tract 126, Bibb County, Georgia",289,0.0,224.0,12.0,39.0,14.0,0.0
"Block Group 4, Census Tract 126, Bibb County, Georgia",453,0.0,351.0,18.0,61.0,22.0,1.0
"Block Group 1, Census Tract 127, Bibb County, Georgia",244,0.0,226.0,0.0,18.0,0.0,0.0
"Block Group 2, Census Tract 127, Bibb County, Georgia",252,0.0,233.0,0.0,19.0,0.0,0.0
"Block Group 3, Census Tract 127, Bibb County, Georgia",225,0.0,208.0,0.0,17.0,0.0,0.0
"Block Group 1, Census Tract 128, Bibb County, Georgia",741,0.0,604.0,56.0,81.0,0.0,0.0
"Block Group 2, Census Tract 128, Bibb County, Georgia",245,0.0,200.0,19.0,27.0,0.0,-1.0
"Block Group 3, Census Tract 128, Bibb County, Georgia",127,0.0,104.0,10.0,14.0,0.0,-1.0
"Block Group 1, Census Tract 129, Bibb County, Georgia",335,0.0,273.0,28.0,34.0,0.0,0.0
"Block Group 2, Census Tract 129, Bibb County, Georgia",62,0.0,50.0,5.0,6.0,0.0,1.0
"Block Group 1, Census Tract 131.01, Bibb County, Georgia",932,0.0,719.0,83.0,131.0,0.0,-1.0
"Block Group 2, Census Tract 131.01, Bibb County, Georgia",607,0.0,468.0,54.0,85.0,0.0,0.0
"Block Group 3, Census Tract 131.01, Bibb County, Georgia",255,0.0,197.0,23.0,36.0,0.0,-1.0
"Block Group 1, Census Tract 131.02, Bibb County, Georgia",135,0.0,125.0,0.0,9.0,1.0,0.0
"Block Group 2, Census Tract 131.02, Bibb County, Georgia",542,0.0,501.0,0.0,35.0,6.0,0.0
"Block Group 3, Census Tract 131.02, Bibb County, Georgia",259,0.0,239.0,0.0,17.0,3.0,0.0
"Block Group 4, Census Tract 131.02, Bibb County, Georgia",352,0.0,325.0,0.0,23.0,4.0,0.0
"Block Group 1, Census Tract 132.01, Bibb County, Georgia",111,0.0,104.0,2.0,4.0,1.0,0.0
"Block Group 2, Census Tract 132.01, Bibb County, Georgia",1914,0.0,1789.0,41.0,74.0,11.0,-1.0
"Block Group 3, Census Tract 132.01, Bibb County, Georgia",184,0.0,172.0,4.0,7.0,1.0,0.0
"Block Group 4, Census Tract 132.01, Bibb County, Georgia",96,0.0,90.0,2.0,4.0,1.0,-1.0
"Block Group 1, Census Tract 132.02, Bibb County, Georgia",162,0.0,118.0,20.0,23.0,0.0,1.0
"Block Group 2, Census Tract 132.02, Bibb County, Georgia",119,0.0,87.0,15.0,17.0,0.0,0.0
"Block Group 3, Census Tract 132.02, Bibb County, Georgia",326,0.0,238.0,41.0,47.0,0.0,0.0
"Block Group 1, Census Tract 133.02, Bibb County, Georgia",57,0.0,46.0,0.0,11.0,0.0,0.0
"Block Group 2, Census Tract 133.02, Bibb County, Georgia",443,0.0,361.0,0.0,82.0,0.0,0.0
"Block Group 3, Census Tract 133.02, Bibb County, Georgia",148,0.0,121.0,0.0,27.0,0.0,0.0
"Block Group 4, Census Tract 133.02, Bibb County, Georgia",466,0.0,380.0,0.0,86.0,0.0,0.0
"Block Group 1, Census Tract 134.07, Bibb County, Georgia",977,0.0,488.0,0.0,450.0,39.0,0.0
"Block Group 2, Census Tract 134.07, Bibb County, Georgia",765,0.0,382.0,0.0,352.0,31.0,0.0
"Block Group 3, Census Tract 134.07, Bibb County, Georgia",176,0.0,88.0,0.0,81.0,7.0,0.0
"Block Group 1, Census Tract 134.08, Bibb County, Georgia",1027,0.0,430.0,77.0,500.0,20.0,0.0
"Block Group 2, Census Tract 134.08, Bibb County, Georgia",149,0.0,62.0,11.0,73.0,3.0,0.0
"Block Group 1, Census Tract 134.09, Bibb County, Georgia",543,0.0,207.0,0.0,257.0,79.0,0.0
"Block Group 2, Census Tract 134.09, Bibb County, Georgia",352,0.0,134.0,0.0,167.0,51.0,0.0
"Block Group 1, Census Tract 134.10, Bibb County, Georgia",222,0.0,7.0,0.0,215.0,0.0,0.0
"Block Group 2, Census Tract 134.10, Bibb County, Georgia",218,0.0,7.0,0.0,211.0,0.0,0.0
"Block Group 3, Census Tract 134.10, Bibb County, Georgia",310,0.0,9.0,0.0,301.0,0.0,0.0
"Block Group 1, Census Tract 134.11, Bibb County, Georgia",718,0.0,206.0,21.0,443.0,47.0,1.0
"Block Group 2, Census Tract 134.11, Bibb County, Georgia",842,0.0,242.0,25.0,520.0,55.0,0.0
"Block Group 1, Census Tract 135.02, Bibb County, Georgia",40,0.0,7.0,4.0,29.0,0.0,0.0
"Block Group 2, Census Tract 135.02, Bibb County, Georgia",323,0.0,55.0,30.0,238.0,0.0,0.0
"Block Group 1, Census Tract 135.03, Bibb County, Georgia",894,0.0,267.0,169.0,408.0,49.0,1.0
"Block Group 1, Census Tract 135.04, Bibb County, Georgia",402,0.0,129.0,8.0,261.0,4.0,0.0
"Block Group 2, Census Tract 135.04, Bibb County, Georgia",584,0.0,188.0,11.0,380.0,6.0,-1.0
"Block Group 3, Census Tract 135.04, Bibb County, Georgia",137,0.0,44.0,3.0,89.0,1.0,0.0
"Block Group 4, Census Tract 135.04, Bibb County, Georgia",494,0.0,159.0,9.0,321.0,5.0,0.0
"Block Group 1, Census Tract 136.03, Bibb County, Georgia",435,0.0,62.0,24.0,333.0,17.0,-1.0
"Block Group 2, Census Tract 136.03, Bibb County, Georgia",233,0.0,33.0,13.0,178.0,9.0,0.0
"Block Group 1, Census Tract 136.04, Bibb County, Georgia",261,0.0,110.0,11.0,141.0,0.0,-1.0
"Block Group 2, Census Tract 136.04, Bibb County, Georgia",362,0.0,152.0,15.0,195.0,0.0,0.0
"Block Group 3, Census Tract 136.04, Bibb County, Georgia",660,0.0,277.0,27.0,356.0,0.0,0.0
"Block Group 1, Census Tract 136.05, Bibb County, Georgia",378,0.0,113.0,31.0,234.0,0.0,0.0
"Block Group 2, Census Tract 136.05, Bibb County, Georgia",489,0.0,146.0,40.0,303.0,0.0,0.0
"Block Group 3, Census Tract 136.05, Bibb County, Georgia",593,0.0,177.0,48.0,367.0,0.0,1.0
"Block Group 1, Census Tract 136.06, Bibb County, Georgia",93,0.0,51.0,0.0,41.0,1.0,0.0
"Block Group 2, Census Tract 136.06, Bibb County, Georgia",84,0.0,46.0,0.0,37.0,1.0,0.0
"Block Group 3, Census Tract 136.06, Bibb County, Georgia",700,0.0,384.0,0.0,308.0,8.0,0.0
"Block Group 4, Census Tract 136.06, Bibb County, Georgia",525,0.0,288.0,0.0,231.0,6.0,0.0
"Block Group 1, Census Tract 137, Bibb County, Georgia",334,0.0,80.0,12.0,232.0,10.0,0.0
"Block Group 2, Census Tract 137, Bibb County, Georgia",172,0.0,41.0,6.0,119.0,5.0,1.0
"Block Group 3, Census Tract 137, Bibb County, Georgia",105,0.0,25.0,4.0,73.0,3.0,0.0
"Block Group 1, Census Tract 138, Bibb County, Georgia",407,0.0,392.0,10.0,5.0,0.0,0.0
"Block Group 2, Census Tract 138, Bibb County, Georgia",409,0.0,394.0,10.0,5.0,0.0,0.0
"Block Group 1, Census Tract 139, Bibb County, Georgia",120,0.0,56.0,15.0,47.0,2.0,0.0
"Block Group 2, Census Tract 139, Bibb County, Georgia",310,0.0,145.0,39.0,122.0,4.0,0.0
"Block Group 1, Census Tract 7901, Bleckley County, Georgia",470,0.0,96.0,7.0,367.0,0.0,0.0
"Block Group 2, Census Tract 7901, Bleckley County, Georgia",673,0.0,137.0,11.0,525.0,0.0,0.0
"Block Group 1, Census Tract 7902, Bleckley County, Georgia",642,0.0,303.0,90.0,249.0,0.0,0.0
"Block Group 2, Census Tract 7902, Bleckley County, Georgia",427,0.0,202.0,60.0,165.0,0.0,0.0
"Block Group 1, Census Tract 7903, Bleckley County, Georgia",645,0.0,355.0,11.0,280.0,0.0,-1.0
"Block Group 2, Census Tract 7903, Bleckley County, Georgia",171,0.0,94.0,3.0,74.0,0.0,0.0
"Block Group 3, Census Tract 7903, Bleckley County, Georgia",485,0.0,267.0,8.0,210.0,0.0,0.0
"Block Group 4, Census Tract 7903, Bleckley County, Georgia",281,0.0,154.0,5.0,122.0,0.0,0.0
"Block Group 1, Census Tract 9601, Brantley County, Georgia",715,0.0,0.0,18.0,697.0,0.0,0.0
"Block Group 2, Census Tract 9601, Brantley County, Georgia",421,0.0,0.0,10.0,411.0,0.0,0.0
"Block Group 3, Census Tract 9601, Brantley County, Georgia",326,0.0,0.0,8.0,318.0,0.0,0.0
"Block Group 1, Census Tract 9602, Brantley County, Georgia",639,0.0,20.0,7.0,565.0,47.0,0.0
"Block Group 2, Census Tract 9602, Brantley County, Georgia",284,0.0,9.0,3.0,251.0,21.0,0.0
"Block Group 3, Census Tract 9602, Brantley County, Georgia",624,0.0,19.0,7.0,552.0,46.0,0.0
"Block Group 1, Census Tract 9603, Brantley County, Georgia",87,0.0,6.0,0.0,81.0,0.0,0.0
"Block Group 2, Census Tract 9603, Brantley County, Georgia",645,0.0,45.0,0.0,600.0,0.0,0.0
"Block Group 3, Census Tract 9603, Brantley County, Georgia",635,0.0,45.0,0.0,590.0,0.0,0.0
"Block Group 1, Census Tract 9602, Brooks County, Georgia",124,0.0,41.0,14.0,69.0,0.0,0.0
"Block Group 2, Census Tract 9602, Brooks County, Georgia",96,0.0,32.0,11.0,53.0,0.0,0.0
"Block Group 1, Census Tract 9603, Brooks County, Georgia",349,0.0,53.0,2.0,293.0,0.0,1.0
"Block Group 2, Census Tract 9603, Brooks County, Georgia",107,0.0,16.0,1.0,90.0,0.0,0.0
"Block Group 3, Census Tract 9603, Brooks County, Georgia",705,0.0,108.0,5.0,593.0,0.0,-1.0
"Block Group 4, Census Tract 9603, Brooks County, Georgia",263,0.0,40.0,2.0,221.0,0.0,0.0
"Block Group 1, Census Tract 9604, Brooks County, Georgia",227,0.0,133.0,0.0,94.0,0.0,0.0
"Block Group 2, Census Tract 9604, Brooks County, Georgia",406,0.0,238.0,0.0,168.0,0.0,0.0
"Block Group 3, Census Tract 9604, Brooks County, Georgia",252,0.0,148.0,0.0,104.0,0.0,0.0
"Block Group 1, Census Tract 9605, Brooks County, Georgia",183,0.0,146.0,1.0,25.0,11.0,0.0
"Block Group 2, Census Tract 9605, Brooks County, Georgia",77,0.0,62.0,0.0,10.0,5.0,0.0
"Block Group 3, Census Tract 9605, Brooks County, Georgia",393,0.0,315.0,2.0,53.0,24.0,-1.0
"Block Group 1, Census Tract 9606, Brooks County, Georgia",99,0.0,26.0,9.0,63.0,0.0,1.0
"Block Group 2, Census Tract 9606, Brooks County, Georgia",123,0.0,33.0,12.0,79.0,0.0,-1.0
"Block Group 3, Census Tract 9606, Brooks County, Georgia",73,0.0,19.0,7.0,47.0,0.0,0.0
"Block Group 1, Census Tract 9201.01, Bryan County, Georgia",913,0.0,89.0,0.0,824.0,0.0,0.0
"Block Group 2, Census Tract 9201.01, Bryan County, Georgia",816,0.0,79.0,0.0,737.0,0.0,0.0
"Block Group 1, Census Tract 9201.02, Bryan County, Georgia",721,0.0,215.0,6.0,496.0,4.0,0.0
"Block Group 2, Census Tract 9201.02, Bryan County, Georgia",275,0.0,82.0,2.0,189.0,1.0,1.0
"Block Group 3, Census Tract 9201.02, Bryan County, Georgia",380,0.0,113.0,3.0,262.0,2.0,0.0
"Block Group 1, Census Tract 9203.01, Bryan County, Georgia",405,3.0,69.0,11.0,319.0,4.0,-1.0
"Block Group 1, Census Tract 9203.03, Bryan County, Georgia",1363,16.0,383.0,151.0,782.0,31.0,0.0
"Block Group 2, Census Tract 9203.03, Bryan County, Georgia",932,11.0,262.0,103.0,534.0,21.0,1.0
"Block Group 1, Census Tract 9203.05, Bryan County, Georgia",427,0.0,24.0,48.0,327.0,28.0,0.0
"Block Group 2, Census Tract 9203.05, Bryan County, Georgia",291,0.0,16.0,33.0,223.0,19.0,0.0
"Block Group 1, Census Tract 9203.06, Bryan County, Georgia",796,0.0,96.0,81.0,614.0,5.0,0.0
"Block Group 2, Census Tract 9203.06, Bryan County, Georgia",1936,0.0,234.0,196.0,1493.0,13.0,0.0
"Block Group 3, Census Tract 9203.06, Bryan County, Georgia",600,0.0,72.0,61.0,463.0,4.0,0.0
"Block Group 1, Census Tract 9800, Bryan County, Georgia",0,0.0,0.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 1101, Bulloch County, Georgia",201,0.0,78.0,0.0,119.0,3.0,1.0
"Block Group 2, Census Tract 1101, Bulloch County, Georgia",199,0.0,78.0,0.0,118.0,3.0,0.0
"Block Group 3, Census Tract 1101, Bulloch County, Georgia",311,0.0,121.0,0.0,185.0,5.0,0.0
"Block Group 1, Census Tract 1102, Bulloch County, Georgia",542,2.0,239.0,24.0,270.0,6.0,1.0
"Block Group 2, Census Tract 1102, Bulloch County, Georgia",750,3.0,331.0,34.0,374.0,8.0,0.0
"Block Group 3, Census Tract 1102, Bulloch County, Georgia",839,4.0,370.0,38.0,418.0,9.0,0.0
"Block Group 4, Census Tract 1102, Bulloch County, Georgia",157,1.0,69.0,7.0,78.0,2.0,0.0
"Block Group 5, Census Tract 1102, Bulloch County, Georgia",45,0.0,20.0,2.0,22.0,0.0,1.0
"Block Group 6, Census Tract 1102, Bulloch County, Georgia",506,2.0,223.0,23.0,252.0,6.0,0.0
"Block Group 1, Census Tract 1103, Bulloch County, Georgia",1043,0.0,169.0,38.0,793.0,43.0,0.0
"Block Group 2, Census Tract 1103, Bulloch County, Georgia",681,0.0,110.0,25.0,518.0,28.0,0.0
"Block Group 3, Census Tract 1103, Bulloch County, Georgia",573,0.0,93.0,21.0,436.0,23.0,0.0
"Block Group 4, Census Tract 1103, Bulloch County, Georgia",582,0.0,94.0,21.0,443.0,24.0,0.0
"Block Group 1, Census Tract 1104.01, Bulloch County, Georgia",173,0.0,120.0,0.0,48.0,5.0,0.0
"Block Group 2, Census Tract 1104.01, Bulloch County, Georgia",698,0.0,483.0,0.0,195.0,20.0,0.0
"Block Group 3, Census Tract 1104.01, Bulloch County, Georgia",65,0.0,45.0,0.0,18.0,2.0,0.0
"Block Group 1, Census Tract 1104.03, Bulloch County, Georgia",976,0.0,360.0,47.0,569.0,0.0,0.0
"Block Group 2, Census Tract 1104.03, Bulloch County, Georgia",1155,0.0,426.0,56.0,673.0,0.0,0.0
"Block Group 3, Census Tract 1104.03, Bulloch County, Georgia",528,0.0,195.0,26.0,308.0,0.0,-1.0
"Block Group 1, Census Tract 1104.04, Bulloch County, Georgia",70,0.0,41.0,6.0,22.0,1.0,0.0
"Block Group 2, Census Tract 1104.04, Bulloch County, Georgia",1839,0.0,1089.0,146.0,571.0,34.0,-1.0
"Block Group 3, Census Tract 1104.04, Bulloch County, Georgia",1704,0.0,1009.0,135.0,529.0,31.0,0.0
"Block Group 1, Census Tract 1105, Bulloch County, Georgia",184,0.0,29.0,9.0,133.0,10.0,3.0
"Block Group 2, Census Tract 1105, Bulloch County, Georgia",330,0.0,52.0,15.0,239.0,18.0,6.0
"Block Group 3, Census Tract 1105, Bulloch County, Georgia",577,0.0,91.0,27.0,418.0,31.0,10.0
"Block Group 4, Census Tract 1105, Bulloch County, Georgia",185,0.0,29.0,9.0,134.0,10.0,3.0
"Block Group 1, Census Tract 1106.01, Bulloch County, Georgia",1062,12.0,357.0,38.0,639.0,17.0,-1.0
"Block Group 2, Census Tract 1106.01, Bulloch County, Georgia",272,3.0,91.0,10.0,164.0,4.0,0.0
"Block Group 3, Census Tract 1106.01, Bulloch County, Georgia",478,5.0,160.0,17.0,287.0,8.0,1.0
"Block Group 1, Census Tract 1106.02, Bulloch County, Georgia",301,0.0,145.0,9.0,144.0,3.0,0.0
"Block Group 2, Census Tract 1106.02, Bulloch County, Georgia",180,0.0,87.0,5.0,86.0,2.0,0.0
"Block Group 3, Census Tract 1106.02, Bulloch County, Georgia",898,0.0,432.0,26.0,430.0,10.0,0.0
"Block Group 1, Census Tract 1107, Bulloch County, Georgia",639,0.0,75.0,14.0,509.0,41.0,0.0
"Block Group 2, Census Tract 1107, Bulloch County, Georgia",653,0.0,77.0,14.0,520.0,42.0,0.0
"Block Group 3, Census Tract 1107, Bulloch County, Georgia",483,0.0,57.0,10.0,385.0,31.0,0.0
"Block Group 4, Census Tract 1107, Bulloch County, Georgia",742,0.0,88.0,16.0,591.0,48.0,-1.0
"Block Group 1, Census Tract 1108, Bulloch County, Georgia",553,0.0,200.0,14.0,338.0,1.0,0.0
"Block Group 2, Census Tract 1108, Bulloch County, Georgia",228,0.0,83.0,6.0,139.0,1.0,-1.0
"Block Group 1, Census Tract 1109, Bulloch County, Georgia",672,0.0,100.0,0.0,572.0,0.0,0.0
"Block Group 2, Census Tract 1109, Bulloch County, Georgia",538,0.0,80.0,0.0,458.0,0.0,0.0
"Block Group 3, Census Tract 1109, Bulloch County, Georgia",350,0.0,52.0,0.0,298.0,0.0,0.0
"Block Group 4, Census Tract 1109, Bulloch County, Georgia",367,0.0,55.0,0.0,312.0,0.0,0.0
"Block Group 1, Census Tract 9501, Burke County, Georgia",584,0.0,292.0,38.0,255.0,0.0,-1.0
"Block Group 2, Census Tract 9501, Burke County, Georgia",608,0.0,304.0,39.0,265.0,0.0,0.0
"Block Group 1, Census Tract 9502, Burke County, Georgia",386,0.0,53.0,6.0,317.0,10.0,0.0
"Block Group 2, Census Tract 9502, Burke County, Georgia",300,0.0,41.0,5.0,247.0,8.0,-1.0
"Block Group 1, Census Tract 9504, Burke County, Georgia",282,0.0,243.0,0.0,39.0,0.0,0.0
"Block Group 2, Census Tract 9504, Burke County, Georgia",96,0.0,83.0,0.0,13.0,0.0,0.0
"Block Group 3, Census Tract 9504, Burke County, Georgia",586,0.0,505.0,0.0,81.0,0.0,0.0
"Block Group 4, Census Tract 9504, Burke County, Georgia",298,0.0,257.0,0.0,41.0,0.0,0.0
"Block Group 1, Census Tract 9505, Burke County, Georgia",196,0.0,98.0,8.0,90.0,0.0,0.0
"Block Group 2, Census Tract 9505, Burke County, Georgia",716,0.0,357.0,29.0,330.0,0.0,0.0
"Block Group 3, Census Tract 9505, Burke County, Georgia",685,0.0,341.0,28.0,316.0,0.0,0.0
"Block Group 1, Census Tract 9507, Burke County, Georgia",279,0.0,115.0,8.0,154.0,2.0,0.0
"Block Group 2, Census Tract 9507, Burke County, Georgia",148,0.0,61.0,4.0,82.0,1.0,0.0
"Block Group 3, Census Tract 9507, Burke County, Georgia",192,0.0,79.0,5.0,106.0,1.0,1.0
"Block Group 1, Census Tract 9509, Burke County, Georgia",124,2.0,57.0,8.0,56.0,0.0,1.0
"Block Group 2, Census Tract 9509, Burke County, Georgia",155,3.0,72.0,11.0,70.0,0.0,-1.0
"Block Group 1, Census Tract 1501, Butts County, Georgia",560,1.0,35.0,33.0,491.0,0.0,0.0
"Block Group 2, Census Tract 1501, Butts County, Georgia",493,1.0,31.0,29.0,432.0,0.0,0.0
"Block Group 3, Census Tract 1501, Butts County, Georgia",246,1.0,15.0,14.0,216.0,0.0,0.0
"Block Group 4, Census Tract 1501, Butts County, Georgia",214,1.0,13.0,12.0,188.0,0.0,0.0
"Block Group 5, Census Tract 1501, Butts County, Georgia",595,1.0,37.0,35.0,522.0,0.0,0.0
"Block Group 1, Census Tract 1502, Butts County, Georgia",533,0.0,269.0,0.0,240.0,23.0,1.0
"Block Group 2, Census Tract 1502, Butts County, Georgia",137,0.0,69.0,0.0,62.0,6.0,0.0
"Block Group 3, Census Tract 1502, Butts County, Georgia",232,0.0,117.0,0.0,105.0,10.0,0.0
"Block Group 4, Census Tract 1502, Butts County, Georgia",693,0.0,350.0,0.0,312.0,30.0,1.0
"Block Group 5, Census Tract 1502, Butts County, Georgia",814,0.0,411.0,0.0,367.0,36.0,0.0
"Block Group 1, Census Tract 1503, Butts County, Georgia",499,1.0,82.0,0.0,409.0,6.0,1.0
"Block Group 2, Census Tract 1503, Butts County, Georgia",143,0.0,24.0,0.0,117.0,2.0,0.0
"Block Group 3, Census Tract 1503, Butts County, Georgia",177,0.0,29.0,0.0,145.0,2.0,1.0
"Block Group 4, Census Tract 1503, Butts County, Georgia",275,1.0,45.0,0.0,225.0,3.0,1.0
"Block Group 1, Census Tract 9501, Calhoun County, Georgia",173,0.0,63.0,22.0,87.0,0.0,1.0
"Block Group 2, Census Tract 9501, Calhoun County, Georgia",209,0.0,76.0,27.0,106.0,0.0,0.0
"Block Group 1, Census Tract 9502, Calhoun County, Georgia",384,0.0,295.0,12.0,75.0,3.0,-1.0
"Block Group 2, Census Tract 9502, Calhoun County, Georgia",180,0.0,138.0,6.0,35.0,1.0,0.0
"Block Group 3, Census Tract 9502, Calhoun County, Georgia",175,0.0,134.0,5.0,34.0,1.0,1.0
"Block Group 4, Census Tract 9502, Calhoun County, Georgia",250,0.0,192.0,8.0,49.0,2.0,-1.0
"Block Group 1, Census Tract 101, Camden County, Georgia",249,0.0,43.0,0.0,193.0,13.0,0.0
"Block Group 2, Census Tract 101, Camden County, Georgia",356,0.0,61.0,0.0,276.0,19.0,0.0
"Block Group 1, Census Tract 102, Camden County, Georgia",226,0.0,55.0,18.0,150.0,3.0,0.0
"Block Group 2, Census Tract 102, Camden County, Georgia",447,0.0,109.0,36.0,296.0,6.0,0.0
"Block Group 3, Census Tract 102, Camden County, Georgia",732,0.0,179.0,59.0,484.0,10.0,0.0
"Block Group 1, Census Tract 103.01, Camden County, Georgia",809,0.0,192.0,33.0,583.0,0.0,1.0
"Block Group 2, Census Tract 103.01, Camden County, Georgia",413,0.0,98.0,17.0,298.0,0.0,0.0
"Block Group 3, Census Tract 103.01, Camden County, Georgia",1195,0.0,284.0,49.0,861.0,0.0,1.0
"Block Group 4, Census Tract 103.01, Camden County, Georgia",243,0.0,58.0,10.0,175.0,0.0,0.0
"Block Group 1, Census Tract 103.02, Camden County, Georgia",223,0.0,64.0,13.0,145.0,2.0,-1.0
"Block Group 2, Census Tract 103.02, Camden County, Georgia",695,0.0,198.0,39.0,451.0,7.0,0.0
"Block Group 3, Census Tract 103.02, Camden County, Georgia",334,0.0,95.0,19.0,217.0,3.0,0.0
"Block Group 1, Census Tract 104.01, Camden County, Georgia",1800,47.0,297.0,146.0,1260.0,50.0,0.0
"Block Group 2, Census Tract 104.01, Camden County, Georgia",310,8.0,51.0,25.0,217.0,9.0,0.0
"Block Group 3, Census Tract 104.01, Camden County, Georgia",1583,42.0,261.0,128.0,1108.0,44.0,0.0
"Block Group 1, Census Tract 104.02, Camden County, Georgia",299,0.0,22.0,12.0,262.0,3.0,0.0
"Block Group 2, Census Tract 104.02, Camden County, Georgia",964,0.0,72.0,37.0,846.0,9.0,0.0
"Block Group 1, Census Tract 104.03, Camden County, Georgia",977,13.0,288.0,37.0,638.0,0.0,1.0
"Block Group 1, Census Tract 105, Camden County, Georgia",477,0.0,31.0,112.0,321.0,9.0,4.0
"Block Group 2, Census Tract 105, Camden County, Georgia",27,0.0,2.0,6.0,18.0,1.0,0.0
"Block Group 1, Census Tract 106.01, Camden County, Georgia",315,5.0,121.0,0.0,189.0,0.0,0.0
"Block Group 2, Census Tract 106.01, Camden County, Georgia",202,3.0,78.0,0.0,121.0,0.0,0.0
"Block Group 3, Census Tract 106.01, Camden County, Georgia",515,8.0,198.0,0.0,310.0,0.0,-1.0
"Block Group 1, Census Tract 106.02, Camden County, Georgia",279,0.0,70.0,0.0,209.0,0.0,0.0
"Block Group 0, Census Tract 9900, Camden County, Georgia",0,0.0,0.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 9501, Candler County, Georgia",343,0.0,162.0,19.0,160.0,2.0,0.0
"Block Group 2, Census Tract 9501, Candler County, Georgia",591,0.0,280.0,32.0,276.0,3.0,0.0
"Block Group 3, Census Tract 9501, Candler County, Georgia",329,0.0,156.0,18.0,154.0,2.0,-1.0
"Block Group 1, Census Tract 9502, Candler County, Georgia",292,0.0,24.0,44.0,214.0,10.0,0.0
"Block Group 2, Census Tract 9502, Candler County, Georgia",273,0.0,23.0,41.0,200.0,9.0,0.0
"Block Group 3, Census Tract 9502, Candler County, Georgia",123,0.0,10.0,19.0,90.0,4.0,0.0
"Block Group 1, Census Tract 9503, Candler County, Georgia",312,0.0,55.0,80.0,159.0,18.0,0.0
"Block Group 2, Census Tract 9503, Candler County, Georgia",231,0.0,41.0,59.0,118.0,13.0,0.0
"Block Group 1, Census Tract 9101.01, Carroll County, Georgia",1213,43.0,516.0,14.0,611.0,29.0,0.0
"Block Group 2, Census Tract 9101.01, Carroll County, Georgia",760,27.0,323.0,9.0,383.0,18.0,0.0
"Block Group 1, Census Tract 9101.03, Carroll County, Georgia",774,0.0,147.0,40.0,536.0,51.0,0.0
"Block Group 2, Census Tract 9101.03, Carroll County, Georgia",728,0.0,138.0,37.0,504.0,48.0,1.0
"Block Group 1, Census Tract 9101.04, Carroll County, Georgia",449,0.0,127.0,33.0,285.0,4.0,0.0
"Block Group 2, Census Tract 9101.04, Carroll County, Georgia",1921,0.0,542.0,142.0,1218.0,19.0,0.0
"Block Group 3, Census Tract 9101.04, Carroll County, Georgia",413,0.0,117.0,30.0,262.0,4.0,0.0
"Block Group 4, Census Tract 9101.04, Carroll County, Georgia",208,0.0,59.0,15.0,132.0,2.0,0.0
"Block Group 1, Census Tract 9102, Carroll County, Georgia",370,0.0,56.0,9.0,304.0,0.0,1.0
"Block Group 2, Census Tract 9102, Carroll County, Georgia",1634,0.0,249.0,42.0,1344.0,0.0,-1.0
"Block Group 3, Census Tract 9102, Carroll County, Georgia",1204,0.0,183.0,31.0,990.0,0.0,0.0
"Block Group 1, Census Tract 9103, Carroll County, Georgia",244,0.0,30.0,16.0,198.0,0.0,0.0
"Block Group 2, Census Tract 9103, Carroll County, Georgia",1036,0.0,129.0,67.0,840.0,0.0,0.0
"Block Group 3, Census Tract 9103, Carroll County, Georgia",278,0.0,35.0,18.0,225.0,0.0,0.0
"Block Group 1, Census Tract 9104, Carroll County, Georgia",204,0.0,4.0,2.0,198.0,0.0,0.0
"Block Group 2, Census Tract 9104, Carroll County, Georgia",317,0.0,7.0,2.0,308.0,0.0,0.0
"Block Group 3, Census Tract 9104, Carroll County, Georgia",155,0.0,3.0,1.0,151.0,0.0,0.0
"Block Group 1, Census Tract 9105.01, Carroll County, Georgia",2065,0.0,1166.0,223.0,659.0,17.0,0.0
"Block Group 2, Census Tract 9105.01, Carroll County, Georgia",1523,0.0,860.0,164.0,486.0,13.0,0.0
"Block Group 3, Census Tract 9105.01, Carroll County, Georgia",369,0.0,208.0,40.0,118.0,3.0,0.0
"Block Group 4, Census Tract 9105.01, Carroll County, Georgia",229,0.0,129.0,25.0,73.0,2.0,0.0
"Block Group 1, Census Tract 9105.02, Carroll County, Georgia",375,0.0,186.0,84.0,105.0,0.0,0.0
"Block Group 2, Census Tract 9105.02, Carroll County, Georgia",288,0.0,143.0,65.0,81.0,0.0,-1.0
