Geographic Area Names,Total Female Age 18-44 years,"Total AmericanIndianORAlaskaNative Female, 18-44","Total BlackorAfricanAmerican Female, 18-44","Total HispanicORlatino Female, 18-44","Total White Female, 18-44","Total Asian Female, 18-44","Total NativeHawaiin&OtherPacificIslander Female, 18-44"
"Block Group 1, Census Tract 2001, Seminole County, Georgia",97,0.0,5.0,6.0,85.0,0.0,1.0
"Block Group 2, Census Tract 2001, Seminole County, Georgia",83,0.0,4.0,5.0,73.0,0.0,1.0
"Block Group 3, Census Tract 2001, Seminole County, Georgia",292,0.0,16.0,19.0,257.0,0.0,0.0
"Block Group 1, Census Tract 2002, Seminole County, Georgia",642,0.0,448.0,76.0,115.0,3.0,0.0
"Block Group 2, Census Tract 2002, Seminole County, Georgia",190,0.0,133.0,22.0,34.0,1.0,0.0
"Block Group 3, Census Tract 2002, Seminole County, Georgia",156,0.0,109.0,18.0,28.0,1.0,0.0
"Block Group 1, Census Tract 2003, Seminole County, Georgia",174,0.0,72.0,4.0,98.0,0.0,0.0
"Block Group 2, Census Tract 2003, Seminole County, Georgia",227,0.0,94.0,5.0,127.0,0.0,1.0
"Block Group 3, Census Tract 2003, Seminole County, Georgia",229,0.0,95.0,6.0,129.0,0.0,-1.0
"Block Group 1, Census Tract 1601, Spalding County, Georgia",563,0.0,36.0,66.0,460.0,0.0,1.0
"Block Group 2, Census Tract 1601, Spalding County, Georgia",192,0.0,12.0,23.0,157.0,0.0,0.0
"Block Group 3, Census Tract 1601, Spalding County, Georgia",602,0.0,39.0,71.0,492.0,0.0,0.0
"Block Group 1, Census Tract 1602, Spalding County, Georgia",226,0.0,34.0,5.0,172.0,15.0,0.0
"Block Group 2, Census Tract 1602, Spalding County, Georgia",474,0.0,72.0,11.0,360.0,31.0,0.0
"Block Group 3, Census Tract 1602, Spalding County, Georgia",338,0.0,51.0,8.0,257.0,22.0,0.0
"Block Group 1, Census Tract 1603, Spalding County, Georgia",171,0.0,148.0,2.0,21.0,0.0,0.0
"Block Group 2, Census Tract 1603, Spalding County, Georgia",646,0.0,559.0,6.0,81.0,0.0,0.0
"Block Group 1, Census Tract 1604, Spalding County, Georgia",437,0.0,220.0,10.0,207.0,0.0,0.0
"Block Group 2, Census Tract 1604, Spalding County, Georgia",524,0.0,264.0,12.0,248.0,0.0,0.0
"Block Group 3, Census Tract 1604, Spalding County, Georgia",142,0.0,72.0,3.0,67.0,0.0,0.0
"Block Group 4, Census Tract 1604, Spalding County, Georgia",0,0.0,0.0,0.0,0.0,0.0,0.0
"Block Group 5, Census Tract 1604, Spalding County, Georgia",160,0.0,81.0,4.0,76.0,0.0,-1.0
"Block Group 1, Census Tract 1605, Spalding County, Georgia",1446,25.0,740.0,197.0,461.0,0.0,23.0
"Block Group 2, Census Tract 1605, Spalding County, Georgia",613,11.0,314.0,83.0,196.0,0.0,9.0
"Block Group 1, Census Tract 1606, Spalding County, Georgia",243,0.0,0.0,0.0,243.0,0.0,0.0
"Block Group 2, Census Tract 1606, Spalding County, Georgia",574,0.0,0.0,0.0,574.0,0.0,0.0
"Block Group 1, Census Tract 1607, Spalding County, Georgia",731,0.0,363.0,21.0,347.0,0.0,0.0
"Block Group 2, Census Tract 1607, Spalding County, Georgia",519,0.0,258.0,15.0,246.0,0.0,0.0
"Block Group 3, Census Tract 1607, Spalding County, Georgia",1149,0.0,571.0,33.0,545.0,0.0,0.0
"Block Group 1, Census Tract 1608, Spalding County, Georgia",240,0.0,195.0,13.0,32.0,0.0,0.0
"Block Group 2, Census Tract 1608, Spalding County, Georgia",230,0.0,187.0,12.0,31.0,0.0,0.0
"Block Group 3, Census Tract 1608, Spalding County, Georgia",696,0.0,565.0,37.0,94.0,0.0,0.0
"Block Group 1, Census Tract 1609, Spalding County, Georgia",138,0.0,58.0,5.0,75.0,0.0,0.0
"Block Group 2, Census Tract 1609, Spalding County, Georgia",443,0.0,186.0,16.0,242.0,0.0,-1.0
"Block Group 3, Census Tract 1609, Spalding County, Georgia",112,0.0,47.0,4.0,61.0,0.0,0.0
"Block Group 1, Census Tract 1610, Spalding County, Georgia",202,0.0,20.0,1.0,182.0,0.0,-1.0
"Block Group 2, Census Tract 1610, Spalding County, Georgia",360,0.0,35.0,1.0,324.0,0.0,0.0
"Block Group 3, Census Tract 1610, Spalding County, Georgia",499,0.0,49.0,1.0,449.0,0.0,0.0
"Block Group 1, Census Tract 1611, Spalding County, Georgia",432,0.0,64.0,30.0,338.0,0.0,0.0
"Block Group 2, Census Tract 1611, Spalding County, Georgia",657,0.0,97.0,46.0,515.0,0.0,-1.0
"Block Group 1, Census Tract 1612, Spalding County, Georgia",908,0.0,381.0,22.0,466.0,39.0,0.0
"Block Group 2, Census Tract 1612, Spalding County, Georgia",231,0.0,97.0,6.0,119.0,10.0,-1.0
"Block Group 3, Census Tract 1612, Spalding County, Georgia",541,0.0,227.0,13.0,278.0,24.0,-1.0
"Block Group 4, Census Tract 1612, Spalding County, Georgia",1394,0.0,585.0,33.0,715.0,61.0,0.0
"Block Group 1, Census Tract 9701, Stephens County, Georgia",145,0.0,5.0,4.0,136.0,1.0,-1.0
"Block Group 2, Census Tract 9701, Stephens County, Georgia",785,0.0,26.0,19.0,737.0,4.0,-1.0
"Block Group 3, Census Tract 9701, Stephens County, Georgia",181,0.0,6.0,4.0,170.0,1.0,0.0
"Block Group 4, Census Tract 9701, Stephens County, Georgia",248,0.0,8.0,6.0,233.0,1.0,0.0
"Block Group 5, Census Tract 9701, Stephens County, Georgia",711,0.0,23.0,17.0,667.0,3.0,1.0
"Block Group 1, Census Tract 9702, Stephens County, Georgia",333,0.0,0.0,31.0,302.0,0.0,0.0
"Block Group 2, Census Tract 9702, Stephens County, Georgia",324,0.0,0.0,30.0,294.0,0.0,0.0
"Block Group 3, Census Tract 9702, Stephens County, Georgia",493,0.0,0.0,46.0,447.0,0.0,0.0
"Block Group 1, Census Tract 9703.01, Stephens County, Georgia",111,0.0,47.0,13.0,51.0,0.0,0.0
"Block Group 2, Census Tract 9703.01, Stephens County, Georgia",294,0.0,125.0,33.0,136.0,0.0,0.0
"Block Group 3, Census Tract 9703.01, Stephens County, Georgia",92,0.0,39.0,10.0,43.0,0.0,0.0
"Block Group 4, Census Tract 9703.01, Stephens County, Georgia",290,0.0,123.0,33.0,134.0,0.0,0.0
"Block Group 1, Census Tract 9703.02, Stephens County, Georgia",303,0.0,76.0,14.0,213.0,0.0,0.0
"Block Group 2, Census Tract 9703.02, Stephens County, Georgia",301,0.0,75.0,14.0,212.0,0.0,0.0
"Block Group 1, Census Tract 9704, Stephens County, Georgia",243,0.0,20.0,1.0,221.0,0.0,1.0
"Block Group 2, Census Tract 9704, Stephens County, Georgia",294,0.0,24.0,2.0,268.0,0.0,0.0
"Block Group 3, Census Tract 9704, Stephens County, Georgia",462,0.0,38.0,2.0,421.0,0.0,1.0
"Block Group 4, Census Tract 9704, Stephens County, Georgia",301,0.0,25.0,2.0,274.0,0.0,0.0
"Block Group 1, Census Tract 9501, Stewart County, Georgia",127,0.0,97.0,0.0,30.0,0.0,0.0
"Block Group 2, Census Tract 9501, Stewart County, Georgia",269,0.0,206.0,0.0,63.0,0.0,0.0
"Block Group 1, Census Tract 9504, Stewart County, Georgia",386,0.0,245.0,13.0,120.0,8.0,0.0
"Block Group 2, Census Tract 9504, Stewart County, Georgia",201,0.0,127.0,7.0,63.0,4.0,0.0
"Block Group 3, Census Tract 9504, Stewart County, Georgia",112,0.0,71.0,4.0,35.0,2.0,0.0
"Block Group 1, Census Tract 9501, Sumter County, Georgia",225,0.0,39.0,14.0,155.0,18.0,-1.0
"Block Group 1, Census Tract 9502, Sumter County, Georgia",665,0.0,411.0,36.0,186.0,32.0,0.0
"Block Group 2, Census Tract 9502, Sumter County, Georgia",164,0.0,101.0,9.0,46.0,8.0,0.0
"Block Group 3, Census Tract 9502, Sumter County, Georgia",721,0.0,446.0,39.0,202.0,34.0,0.0
"Block Group 4, Census Tract 9502, Sumter County, Georgia",513,0.0,317.0,28.0,144.0,25.0,-1.0
"Block Group 1, Census Tract 9503, Sumter County, Georgia",347,0.0,269.0,5.0,73.0,0.0,0.0
"Block Group 2, Census Tract 9503, Sumter County, Georgia",336,0.0,260.0,5.0,71.0,0.0,0.0
"Block Group 3, Census Tract 9503, Sumter County, Georgia",201,0.0,156.0,3.0,42.0,0.0,0.0
"Block Group 4, Census Tract 9503, Sumter County, Georgia",266,0.0,206.0,4.0,56.0,0.0,0.0
"Block Group 5, Census Tract 9503, Sumter County, Georgia",540,0.0,419.0,8.0,114.0,0.0,-1.0
"Block Group 1, Census Tract 9504, Sumter County, Georgia",209,0.0,98.0,3.0,108.0,0.0,0.0
"Block Group 2, Census Tract 9504, Sumter County, Georgia",225,0.0,106.0,3.0,116.0,0.0,0.0
"Block Group 3, Census Tract 9504, Sumter County, Georgia",177,0.0,83.0,2.0,91.0,0.0,1.0
"Block Group 1, Census Tract 9505, Sumter County, Georgia",265,0.0,126.0,10.0,129.0,0.0,0.0
"Block Group 2, Census Tract 9505, Sumter County, Georgia",134,0.0,63.0,5.0,65.0,0.0,1.0
"Block Group 3, Census Tract 9505, Sumter County, Georgia",264,0.0,125.0,10.0,129.0,0.0,0.0
"Block Group 1, Census Tract 9506, Sumter County, Georgia",97,2.0,51.0,5.0,39.0,0.0,0.0
"Block Group 2, Census Tract 9506, Sumter County, Georgia",225,5.0,118.0,12.0,90.0,0.0,0.0
"Block Group 3, Census Tract 9506, Sumter County, Georgia",449,9.0,235.0,25.0,180.0,0.0,0.0
"Block Group 1, Census Tract 9507, Sumter County, Georgia",439,0.0,277.0,31.0,126.0,6.0,-1.0
"Block Group 2, Census Tract 9507, Sumter County, Georgia",185,0.0,117.0,13.0,53.0,2.0,0.0
"Block Group 3, Census Tract 9507, Sumter County, Georgia",407,0.0,256.0,29.0,116.0,5.0,1.0
"Block Group 4, Census Tract 9507, Sumter County, Georgia",684,0.0,431.0,49.0,196.0,9.0,-1.0
"Block Group 1, Census Tract 9508, Sumter County, Georgia",267,1.0,87.0,50.0,124.0,5.0,0.0
"Block Group 2, Census Tract 9508, Sumter County, Georgia",200,1.0,65.0,37.0,93.0,4.0,0.0
"Block Group 3, Census Tract 9508, Sumter County, Georgia",121,1.0,40.0,22.0,56.0,2.0,0.0
"Block Group 1, Census Tract 9601, Talbot County, Georgia",44,0.0,26.0,0.0,18.0,0.0,0.0
"Block Group 2, Census Tract 9601, Talbot County, Georgia",346,0.0,203.0,0.0,143.0,0.0,0.0
"Block Group 1, Census Tract 9602, Talbot County, Georgia",301,0.0,220.0,11.0,71.0,0.0,-1.0
"Block Group 2, Census Tract 9602, Talbot County, Georgia",130,0.0,95.0,5.0,30.0,0.0,0.0
"Block Group 1, Census Tract 9603, Talbot County, Georgia",107,0.0,62.0,0.0,45.0,0.0,0.0
"Block Group 2, Census Tract 9603, Talbot County, Georgia",106,0.0,61.0,0.0,45.0,0.0,0.0
"Block Group 1, Census Tract 102, Taliaferro County, Georgia",154,0.0,87.0,7.0,57.0,4.0,-1.0
"Block Group 2, Census Tract 102, Taliaferro County, Georgia",153,0.0,86.0,7.0,57.0,4.0,-1.0
"Block Group 3, Census Tract 102, Taliaferro County, Georgia",85,0.0,48.0,4.0,32.0,2.0,-1.0
"Block Group 1, Census Tract 9501, Tattnall County, Georgia",158,0.0,18.0,9.0,131.0,0.0,0.0
"Block Group 2, Census Tract 9501, Tattnall County, Georgia",106,0.0,12.0,6.0,88.0,0.0,0.0
"Block Group 3, Census Tract 9501, Tattnall County, Georgia",202,0.0,24.0,11.0,167.0,0.0,0.0
"Block Group 4, Census Tract 9501, Tattnall County, Georgia",288,0.0,34.0,16.0,238.0,0.0,0.0
"Block Group 1, Census Tract 9502.01, Tattnall County, Georgia",386,0.0,152.0,13.0,221.0,0.0,0.0
"Block Group 2, Census Tract 9502.01, Tattnall County, Georgia",761,0.0,300.0,25.0,436.0,0.0,0.0
"Block Group 1, Census Tract 9502.02, Tattnall County, Georgia",122,1.0,9.0,61.0,51.0,0.0,0.0
"Block Group 2, Census Tract 9502.02, Tattnall County, Georgia",1279,13.0,96.0,638.0,533.0,0.0,-1.0
"Block Group 1, Census Tract 9503, Tattnall County, Georgia",372,0.0,91.0,29.0,252.0,0.0,0.0
"Block Group 2, Census Tract 9503, Tattnall County, Georgia",232,0.0,56.0,18.0,157.0,0.0,1.0
"Block Group 3, Census Tract 9503, Tattnall County, Georgia",337,0.0,82.0,26.0,229.0,0.0,0.0
"Block Group 4, Census Tract 9503, Tattnall County, Georgia",15,0.0,4.0,1.0,10.0,0.0,0.0
"Block Group 1, Census Tract 9504, Tattnall County, Georgia",207,0.0,4.0,16.0,186.0,0.0,1.0
"Block Group 2, Census Tract 9504, Tattnall County, Georgia",104,0.0,2.0,8.0,94.0,0.0,0.0
"Block Group 3, Census Tract 9504, Tattnall County, Georgia",143,0.0,3.0,11.0,129.0,0.0,0.0
"Block Group 4, Census Tract 9504, Tattnall County, Georgia",647,0.0,14.0,51.0,582.0,0.0,0.0
"Block Group 1, Census Tract 9501, Taylor County, Georgia",259,0.0,38.0,0.0,221.0,0.0,0.0
"Block Group 1, Census Tract 9502, Taylor County, Georgia",148,0.0,78.0,8.0,62.0,0.0,0.0
"Block Group 2, Census Tract 9502, Taylor County, Georgia",346,0.0,181.0,19.0,146.0,0.0,0.0
"Block Group 1, Census Tract 9503, Taylor County, Georgia",322,0.0,152.0,0.0,163.0,7.0,0.0
"Block Group 2, Census Tract 9503, Taylor County, Georgia",278,0.0,131.0,0.0,141.0,6.0,0.0
"Block Group 3, Census Tract 9503, Taylor County, Georgia",250,0.0,118.0,0.0,127.0,5.0,0.0
"Block Group 4, Census Tract 9503, Taylor County, Georgia",162,0.0,76.0,0.0,82.0,3.0,1.0
"Block Group 1, Census Tract 9501, Telfair County, Georgia",755,0.0,375.0,11.0,369.0,0.0,0.0
"Block Group 2, Census Tract 9501, Telfair County, Georgia",259,0.0,129.0,4.0,127.0,0.0,-1.0
"Block Group 3, Census Tract 9501, Telfair County, Georgia",147,0.0,73.0,2.0,72.0,0.0,0.0
"Block Group 4, Census Tract 9501, Telfair County, Georgia",362,0.0,180.0,5.0,177.0,0.0,0.0
"Block Group 5, Census Tract 9501, Telfair County, Georgia",445,0.0,221.0,6.0,218.0,0.0,0.0
"Block Group 1, Census Tract 9502, Telfair County, Georgia",143,0.0,20.0,0.0,123.0,0.0,0.0
"Block Group 2, Census Tract 9502, Telfair County, Georgia",181,0.0,25.0,0.0,156.0,0.0,0.0
"Block Group 1, Census Tract 9505, Telfair County, Georgia",447,0.0,221.0,0.0,226.0,0.0,0.0
"Block Group 2, Census Tract 9505, Telfair County, Georgia",186,0.0,92.0,0.0,94.0,0.0,0.0
"Block Group 3, Census Tract 9505, Telfair County, Georgia",193,0.0,95.0,0.0,98.0,0.0,0.0
"Block Group 1, Census Tract 1202, Terrell County, Georgia",36,0.0,8.0,2.0,26.0,0.0,0.0
"Block Group 2, Census Tract 1202, Terrell County, Georgia",248,0.0,58.0,10.0,179.0,0.0,1.0
"Block Group 1, Census Tract 1203, Terrell County, Georgia",92,0.0,82.0,0.0,10.0,0.0,0.0
"Block Group 2, Census Tract 1203, Terrell County, Georgia",476,0.0,424.0,0.0,52.0,0.0,0.0
"Block Group 3, Census Tract 1203, Terrell County, Georgia",188,0.0,167.0,0.0,21.0,0.0,0.0
"Block Group 4, Census Tract 1203, Terrell County, Georgia",86,0.0,77.0,0.0,9.0,0.0,0.0
"Block Group 1, Census Tract 1204, Terrell County, Georgia",117,0.0,108.0,0.0,8.0,2.0,-1.0
"Block Group 2, Census Tract 1204, Terrell County, Georgia",83,0.0,77.0,0.0,5.0,1.0,0.0
"Block Group 3, Census Tract 1204, Terrell County, Georgia",330,0.0,304.0,0.0,21.0,4.0,1.0
"Block Group 1, Census Tract 1205, Terrell County, Georgia",340,1.0,93.0,57.0,185.0,4.0,0.0
"Block Group 1, Census Tract 9601, Thomas County, Georgia",138,0.0,73.0,18.0,47.0,0.0,0.0
"Block Group 2, Census Tract 9601, Thomas County, Georgia",345,0.0,182.0,45.0,119.0,0.0,-1.0
"Block Group 1, Census Tract 9602, Thomas County, Georgia",443,0.0,19.0,0.0,417.0,7.0,0.0
"Block Group 2, Census Tract 9602, Thomas County, Georgia",227,0.0,10.0,0.0,214.0,4.0,-1.0
"Block Group 1, Census Tract 9603, Thomas County, Georgia",325,0.0,64.0,40.0,221.0,0.0,0.0
"Block Group 2, Census Tract 9603, Thomas County, Georgia",249,0.0,49.0,30.0,169.0,0.0,1.0
"Block Group 1, Census Tract 9604, Thomas County, Georgia",238,0.0,87.0,8.0,143.0,0.0,0.0
"Block Group 2, Census Tract 9604, Thomas County, Georgia",300,0.0,110.0,10.0,180.0,0.0,0.0
"Block Group 1, Census Tract 9605, Thomas County, Georgia",1310,0.0,305.0,0.0,828.0,177.0,0.0
"Block Group 2, Census Tract 9605, Thomas County, Georgia",463,0.0,108.0,0.0,293.0,62.0,0.0
"Block Group 3, Census Tract 9605, Thomas County, Georgia",698,0.0,163.0,0.0,441.0,94.0,0.0
"Block Group 1, Census Tract 9606, Thomas County, Georgia",477,0.0,150.0,41.0,286.0,0.0,0.0
"Block Group 2, Census Tract 9606, Thomas County, Georgia",130,0.0,41.0,11.0,78.0,0.0,0.0
"Block Group 3, Census Tract 9606, Thomas County, Georgia",194,0.0,61.0,17.0,116.0,0.0,0.0
"Block Group 4, Census Tract 9606, Thomas County, Georgia",335,0.0,105.0,29.0,201.0,0.0,0.0
"Block Group 5, Census Tract 9606, Thomas County, Georgia",152,0.0,48.0,13.0,91.0,0.0,0.0
"Block Group 1, Census Tract 9607, Thomas County, Georgia",608,0.0,377.0,0.0,231.0,0.0,0.0
"Block Group 2, Census Tract 9607, Thomas County, Georgia",663,0.0,411.0,0.0,252.0,0.0,0.0
"Block Group 3, Census Tract 9607, Thomas County, Georgia",397,0.0,246.0,0.0,151.0,0.0,0.0
"Block Group 4, Census Tract 9607, Thomas County, Georgia",369,0.0,229.0,0.0,140.0,0.0,0.0
"Block Group 5, Census Tract 9607, Thomas County, Georgia",201,0.0,125.0,0.0,76.0,0.0,0.0
"Block Group 6, Census Tract 9607, Thomas County, Georgia",239,0.0,148.0,0.0,91.0,0.0,0.0
"Block Group 1, Census Tract 9608, Thomas County, Georgia",286,0.0,183.0,1.0,102.0,0.0,0.0
"Block Group 2, Census Tract 9608, Thomas County, Georgia",259,0.0,165.0,1.0,93.0,0.0,0.0
"Block Group 3, Census Tract 9608, Thomas County, Georgia",100,0.0,64.0,0.0,36.0,0.0,0.0
"Block Group 4, Census Tract 9608, Thomas County, Georgia",413,0.0,264.0,2.0,148.0,0.0,-1.0
"Block Group 5, Census Tract 9608, Thomas County, Georgia",262,0.0,167.0,1.0,94.0,0.0,0.0
"Block Group 1, Census Tract 9609, Thomas County, Georgia",166,0.0,82.0,0.0,84.0,0.0,0.0
"Block Group 2, Census Tract 9609, Thomas County, Georgia",152,0.0,75.0,0.0,77.0,0.0,0.0
"Block Group 3, Census Tract 9609, Thomas County, Georgia",205,0.0,101.0,0.0,104.0,0.0,0.0
"Block Group 1, Census Tract 9610, Thomas County, Georgia",375,0.0,88.0,0.0,288.0,0.0,-1.0
"Block Group 2, Census Tract 9610, Thomas County, Georgia",162,0.0,38.0,0.0,124.0,0.0,0.0
"Block Group 3, Census Tract 9610, Thomas County, Georgia",98,0.0,23.0,0.0,75.0,0.0,0.0
"Block Group 1, Census Tract 9611, Thomas County, Georgia",151,0.0,72.0,27.0,52.0,0.0,0.0
"Block Group 2, Census Tract 9611, Thomas County, Georgia",319,0.0,152.0,57.0,109.0,0.0,1.0
"Block Group 3, Census Tract 9611, Thomas County, Georgia",203,0.0,97.0,36.0,70.0,0.0,0.0
"Block Group 1, Census Tract 9601, Tift County, Georgia",242,0.0,11.0,19.0,204.0,7.0,1.0
"Block Group 2, Census Tract 9601, Tift County, Georgia",152,0.0,7.0,12.0,128.0,5.0,0.0
"Block Group 1, Census Tract 9602, Tift County, Georgia",298,0.0,71.0,9.0,218.0,0.0,0.0
"Block Group 2, Census Tract 9602, Tift County, Georgia",488,0.0,117.0,15.0,356.0,0.0,0.0
"Block Group 1, Census Tract 9603, Tift County, Georgia",129,0.0,45.0,2.0,79.0,3.0,0.0
"Block Group 2, Census Tract 9603, Tift County, Georgia",389,0.0,137.0,7.0,237.0,8.0,0.0
"Block Group 3, Census Tract 9603, Tift County, Georgia",1487,0.0,523.0,28.0,905.0,31.0,0.0
"Block Group 4, Census Tract 9603, Tift County, Georgia",516,0.0,181.0,10.0,314.0,11.0,0.0
"Block Group 5, Census Tract 9603, Tift County, Georgia",269,0.0,95.0,5.0,164.0,6.0,-1.0
"Block Group 6, Census Tract 9603, Tift County, Georgia",356,0.0,125.0,7.0,217.0,8.0,-1.0
"Block Group 1, Census Tract 9604, Tift County, Georgia",49,0.0,7.0,11.0,31.0,0.0,0.0
"Block Group 2, Census Tract 9604, Tift County, Georgia",669,0.0,96.0,147.0,426.0,0.0,0.0
"Block Group 3, Census Tract 9604, Tift County, Georgia",440,0.0,63.0,97.0,280.0,0.0,0.0
"Block Group 4, Census Tract 9604, Tift County, Georgia",259,0.0,37.0,57.0,165.0,0.0,0.0
"Block Group 5, Census Tract 9604, Tift County, Georgia",73,0.0,10.0,16.0,47.0,0.0,0.0
"Block Group 6, Census Tract 9604, Tift County, Georgia",382,0.0,55.0,84.0,243.0,0.0,0.0
"Block Group 1, Census Tract 9605, Tift County, Georgia",495,0.0,59.0,40.0,396.0,0.0,0.0
"Block Group 2, Census Tract 9605, Tift County, Georgia",240,0.0,29.0,19.0,192.0,0.0,0.0
"Block Group 1, Census Tract 9606, Tift County, Georgia",123,0.0,86.0,22.0,13.0,2.0,0.0
"Block Group 2, Census Tract 9606, Tift County, Georgia",777,0.0,542.0,141.0,81.0,13.0,0.0
"Block Group 3, Census Tract 9606, Tift County, Georgia",113,0.0,79.0,20.0,12.0,2.0,0.0
"Block Group 4, Census Tract 9606, Tift County, Georgia",149,0.0,104.0,27.0,16.0,3.0,-1.0
"Block Group 1, Census Tract 9607, Tift County, Georgia",509,0.0,337.0,30.0,116.0,25.0,1.0
"Block Group 2, Census Tract 9607, Tift County, Georgia",328,0.0,217.0,19.0,75.0,16.0,1.0
"Block Group 3, Census Tract 9607, Tift County, Georgia",126,0.0,83.0,7.0,29.0,6.0,1.0
"Block Group 4, Census Tract 9607, Tift County, Georgia",354,0.0,235.0,21.0,81.0,18.0,-1.0
"Block Group 1, Census Tract 9608, Tift County, Georgia",254,0.0,12.0,87.0,153.0,2.0,0.0
"Block Group 2, Census Tract 9608, Tift County, Georgia",278,0.0,14.0,95.0,168.0,2.0,-1.0
"Block Group 1, Census Tract 9609, Tift County, Georgia",225,0.0,75.0,18.0,127.0,5.0,0.0
"Block Group 2, Census Tract 9609, Tift County, Georgia",151,0.0,50.0,12.0,85.0,4.0,0.0
"Block Group 3, Census Tract 9609, Tift County, Georgia",435,0.0,144.0,36.0,245.0,10.0,0.0
"Block Group 1, Census Tract 9701, Toombs County, Georgia",623,0.0,165.0,139.0,319.0,0.0,0.0
"Block Group 2, Census Tract 9701, Toombs County, Georgia",253,0.0,67.0,56.0,130.0,0.0,0.0
"Block Group 3, Census Tract 9701, Toombs County, Georgia",311,0.0,82.0,69.0,159.0,0.0,1.0
"Block Group 4, Census Tract 9701, Toombs County, Georgia",135,0.0,36.0,30.0,69.0,0.0,0.0
"Block Group 1, Census Tract 9702, Toombs County, Georgia",215,0.0,75.0,11.0,129.0,0.0,0.0
"Block Group 2, Census Tract 9702, Toombs County, Georgia",200,0.0,70.0,10.0,120.0,0.0,0.0
"Block Group 3, Census Tract 9702, Toombs County, Georgia",479,0.0,168.0,24.0,287.0,0.0,0.0
"Block Group 4, Census Tract 9702, Toombs County, Georgia",424,0.0,148.0,22.0,254.0,0.0,0.0
"Block Group 5, Census Tract 9702, Toombs County, Georgia",25,0.0,9.0,1.0,15.0,0.0,0.0
"Block Group 1, Census Tract 9703, Toombs County, Georgia",195,0.0,106.0,19.0,70.0,0.0,0.0
"Block Group 2, Census Tract 9703, Toombs County, Georgia",418,0.0,228.0,40.0,150.0,0.0,0.0
"Block Group 3, Census Tract 9703, Toombs County, Georgia",586,0.0,319.0,56.0,211.0,0.0,0.0
"Block Group 4, Census Tract 9703, Toombs County, Georgia",238,0.0,130.0,23.0,86.0,0.0,-1.0
"Block Group 5, Census Tract 9703, Toombs County, Georgia",1048,0.0,571.0,99.0,377.0,0.0,1.0
"Block Group 1, Census Tract 9704, Toombs County, Georgia",119,0.0,29.0,21.0,62.0,7.0,0.0
"Block Group 2, Census Tract 9704, Toombs County, Georgia",108,0.0,27.0,19.0,56.0,6.0,0.0
"Block Group 3, Census Tract 9704, Toombs County, Georgia",485,0.0,119.0,87.0,252.0,27.0,0.0
"Block Group 4, Census Tract 9704, Toombs County, Georgia",556,0.0,137.0,100.0,288.0,31.0,0.0
"Block Group 1, Census Tract 9705, Toombs County, Georgia",246,0.0,21.0,61.0,164.0,0.0,0.0
"Block Group 2, Census Tract 9705, Toombs County, Georgia",331,0.0,29.0,82.0,220.0,0.0,0.0
"Block Group 3, Census Tract 9705, Toombs County, Georgia",403,0.0,35.0,99.0,268.0,0.0,1.0
"Block Group 1, Census Tract 9706, Toombs County, Georgia",106,0.0,0.0,3.0,103.0,0.0,0.0
"Block Group 2, Census Tract 9706, Toombs County, Georgia",257,0.0,0.0,6.0,251.0,0.0,0.0
"Block Group 3, Census Tract 9706, Toombs County, Georgia",138,0.0,0.0,3.0,135.0,0.0,0.0
"Block Group 1, Census Tract 9601, Towns County, Georgia",249,1.0,14.0,13.0,221.0,0.0,0.0
"Block Group 2, Census Tract 9601, Towns County, Georgia",250,1.0,14.0,13.0,222.0,0.0,0.0
"Block Group 3, Census Tract 9601, Towns County, Georgia",472,3.0,27.0,24.0,418.0,0.0,0.0
"Block Group 1, Census Tract 9602, Towns County, Georgia",155,0.0,0.0,0.0,155.0,0.0,0.0
"Block Group 2, Census Tract 9602, Towns County, Georgia",296,0.0,0.0,0.0,296.0,0.0,0.0
"Block Group 1, Census Tract 9603, Towns County, Georgia",200,5.0,0.0,5.0,189.0,0.0,1.0
"Block Group 2, Census Tract 9603, Towns County, Georgia",284,7.0,0.0,7.0,269.0,0.0,1.0
"Block Group 3, Census Tract 9603, Towns County, Georgia",133,3.0,0.0,3.0,126.0,0.0,1.0
"Block Group 1, Census Tract 9601, Treutlen County, Georgia",169,0.0,0.0,4.0,165.0,0.0,0.0
"Block Group 2, Census Tract 9601, Treutlen County, Georgia",224,0.0,0.0,6.0,218.0,0.0,0.0
"Block Group 1, Census Tract 9602, Treutlen County, Georgia",235,0.0,94.0,0.0,141.0,0.0,0.0
"Block Group 2, Census Tract 9602, Treutlen County, Georgia",77,0.0,31.0,0.0,46.0,0.0,0.0
"Block Group 3, Census Tract 9602, Treutlen County, Georgia",341,0.0,136.0,0.0,205.0,0.0,0.0
"Block Group 4, Census Tract 9602, Treutlen County, Georgia",244,0.0,97.0,0.0,147.0,0.0,0.0
"Block Group 5, Census Tract 9602, Treutlen County, Georgia",323,0.0,129.0,0.0,194.0,0.0,0.0
"Block Group 1, Census Tract 9601, Troup County, Georgia",394,2.0,123.0,0.0,268.0,1.0,0.0
"Block Group 2, Census Tract 9601, Troup County, Georgia",170,1.0,53.0,0.0,116.0,1.0,-1.0
"Block Group 3, Census Tract 9601, Troup County, Georgia",469,2.0,147.0,0.0,319.0,2.0,-1.0
"Block Group 4, Census Tract 9601, Troup County, Georgia",505,2.0,158.0,0.0,343.0,2.0,0.0
