Geographic Area Names,Geography,Income in the past 12 months below poverty level!!Female!!18 to 44 years,Income in the past 12 months at or above poverty level!!Female!!18 to 44 years
"Block Group 2, Census Tract 32, Muscogee County, Georgia",1400000US13215003200,46.0,36.0
"Block Group 3, Census Tract 32, Muscogee County, Georgia",1400000US13215003200,135.0,105.0
"Block Group 1, Census Tract 33.01, Muscogee County, Georgia",1400000US13215003301,168.0,291.0
"Block Group 1, Census Tract 33.02, Muscogee County, Georgia",1400000US13215003302,27.0,32.0
"Block Group 2, Census Tract 33.02, Muscogee County, Georgia",1400000US13215003302,55.0,63.0
"Block Group 3, Census Tract 33.02, Muscogee County, Georgia",1400000US13215003302,130.0,151.0
"Block Group 1, Census Tract 34, Muscogee County, Georgia",1400000US13215003400,75.0,53.0
"Block Group 2, Census Tract 34, Muscogee County, Georgia",1400000US13215003400,229.0,161.0
"Block Group 1, Census Tract 101.04, Muscogee County, Georgia",1400000US13215010104,114.0,817.0
"Block Group 2, Census Tract 101.04, Muscogee County, Georgia",1400000US13215010104,91.0,650.0
"Block Group 3, Census Tract 101.04, Muscogee County, Georgia",1400000US13215010104,81.0,577.0
"Block Group 1, Census Tract 101.06, Muscogee County, Georgia",1400000US13215010106,27.0,204.0
"Block Group 2, Census Tract 101.06, Muscogee County, Georgia",1400000US13215010106,141.0,1073.0
"Block Group 3, Census Tract 101.06, Muscogee County, Georgia",1400000US13215010106,41.0,312.0
"Block Group 1, Census Tract 101.07, Muscogee County, Georgia",1400000US13215010107,28.0,508.0
"Block Group 2, Census Tract 101.07, Muscogee County, Georgia",1400000US13215010107,89.0,1594.0
"Block Group 1, Census Tract 102.01, Muscogee County, Georgia",1400000US13215010201,207.0,1586.0
"Block Group 2, Census Tract 102.01, Muscogee County, Georgia",1400000US13215010201,76.0,582.0
"Block Group 1, Census Tract 102.03, Muscogee County, Georgia",1400000US13215010203,179.0,991.0
"Block Group 2, Census Tract 102.03, Muscogee County, Georgia",1400000US13215010203,299.0,1660.0
"Block Group 1, Census Tract 102.04, Muscogee County, Georgia",1400000US13215010204,124.0,560.0
"Block Group 2, Census Tract 102.04, Muscogee County, Georgia",1400000US13215010204,108.0,489.0
"Block Group 3, Census Tract 102.04, Muscogee County, Georgia",1400000US13215010204,112.0,509.0
"Block Group 1, Census Tract 102.05, Muscogee County, Georgia",1400000US13215010205,34.0,404.0
"Block Group 2, Census Tract 102.05, Muscogee County, Georgia",1400000US13215010205,59.0,699.0
"Block Group 1, Census Tract 103.01, Muscogee County, Georgia",1400000US13215010301,0.0,395.0
"Block Group 1, Census Tract 103.02, Muscogee County, Georgia",1400000US13215010302,109.0,466.0
"Block Group 2, Census Tract 103.02, Muscogee County, Georgia",1400000US13215010302,103.0,442.0
"Block Group 3, Census Tract 103.02, Muscogee County, Georgia",1400000US13215010302,138.0,595.0
"Block Group 1, Census Tract 104.01, Muscogee County, Georgia",1400000US13215010401,49.0,493.0
"Block Group 2, Census Tract 104.01, Muscogee County, Georgia",1400000US13215010401,56.0,570.0
"Block Group 3, Census Tract 104.01, Muscogee County, Georgia",1400000US13215010401,56.0,572.0
"Block Group 1, Census Tract 104.02, Muscogee County, Georgia",1400000US13215010402,128.0,513.0
"Block Group 2, Census Tract 104.02, Muscogee County, Georgia",1400000US13215010402,114.0,455.0
"Block Group 3, Census Tract 104.02, Muscogee County, Georgia",1400000US13215010402,126.0,507.0
"Block Group 1, Census Tract 105.01, Muscogee County, Georgia",1400000US13215010501,43.0,80.0
"Block Group 2, Census Tract 105.01, Muscogee County, Georgia",1400000US13215010501,132.0,243.0
"Block Group 3, Census Tract 105.01, Muscogee County, Georgia",1400000US13215010501,74.0,137.0
"Block Group 4, Census Tract 105.01, Muscogee County, Georgia",1400000US13215010501,375.0,694.0
"Block Group 1, Census Tract 105.02, Muscogee County, Georgia",1400000US13215010502,120.0,280.0
"Block Group 1, Census Tract 106.02, Muscogee County, Georgia",1400000US13215010602,241.0,752.0
"Block Group 2, Census Tract 106.02, Muscogee County, Georgia",1400000US13215010602,39.0,120.0
"Block Group 3, Census Tract 106.02, Muscogee County, Georgia",1400000US13215010602,163.0,509.0
"Block Group 1, Census Tract 106.05, Muscogee County, Georgia",1400000US13215010605,234.0,491.0
"Block Group 2, Census Tract 106.05, Muscogee County, Georgia",1400000US13215010605,184.0,387.0
"Block Group 1, Census Tract 106.06, Muscogee County, Georgia",1400000US13215010606,,
"Block Group 1, Census Tract 106.07, Muscogee County, Georgia",1400000US13215010607,200.0,410.0
"Block Group 2, Census Tract 106.07, Muscogee County, Georgia",1400000US13215010607,141.0,288.0
"Block Group 3, Census Tract 106.07, Muscogee County, Georgia",1400000US13215010607,234.0,479.0
"Block Group 1, Census Tract 106.08, Muscogee County, Georgia",1400000US13215010608,140.0,487.0
"Block Group 2, Census Tract 106.08, Muscogee County, Georgia",1400000US13215010608,180.0,627.0
"Block Group 1, Census Tract 107.01, Muscogee County, Georgia",1400000US13215010701,140.0,683.0
"Block Group 2, Census Tract 107.01, Muscogee County, Georgia",1400000US13215010701,71.0,344.0
"Block Group 3, Census Tract 107.01, Muscogee County, Georgia",1400000US13215010701,107.0,525.0
"Block Group 1, Census Tract 107.02, Muscogee County, Georgia",1400000US13215010702,68.0,231.0
"Block Group 2, Census Tract 107.02, Muscogee County, Georgia",1400000US13215010702,213.0,728.0
"Block Group 3, Census Tract 107.02, Muscogee County, Georgia",1400000US13215010702,100.0,344.0
"Block Group 1, Census Tract 107.03, Muscogee County, Georgia",1400000US13215010703,105.0,294.0
"Block Group 2, Census Tract 107.03, Muscogee County, Georgia",1400000US13215010703,170.0,479.0
"Block Group 3, Census Tract 107.03, Muscogee County, Georgia",1400000US13215010703,47.0,134.0
"Block Group 4, Census Tract 107.03, Muscogee County, Georgia",1400000US13215010703,51.0,143.0
"Block Group 1, Census Tract 108.01, Muscogee County, Georgia",1400000US13215010801,6.0,105.0
"Block Group 2, Census Tract 108.01, Muscogee County, Georgia",1400000US13215010801,28.0,488.0
"Block Group 1, Census Tract 108.02, Muscogee County, Georgia",1400000US13215010802,68.0,1146.0
"Block Group 2, Census Tract 108.02, Muscogee County, Georgia",1400000US13215010802,76.0,1292.0
"Block Group 3, Census Tract 108.02, Muscogee County, Georgia",1400000US13215010802,6.0,105.0
"Block Group 1, Census Tract 111, Muscogee County, Georgia",1400000US13215011100,164.0,294.0
"Block Group 2, Census Tract 111, Muscogee County, Georgia",1400000US13215011100,27.0,48.0
"Block Group 1, Census Tract 112, Muscogee County, Georgia",1400000US13215011200,93.0,259.0
"Block Group 2, Census Tract 112, Muscogee County, Georgia",1400000US13215011200,31.0,87.0
"Block Group 1, Census Tract 114, Muscogee County, Georgia",1400000US13215011400,278.0,221.0
"Block Group 2, Census Tract 114, Muscogee County, Georgia",1400000US13215011400,86.0,69.0
"Block Group 1, Census Tract 115, Muscogee County, Georgia",1400000US13215011500,28.0,92.0
"Block Group 2, Census Tract 115, Muscogee County, Georgia",1400000US13215011500,61.0,196.0
"Block Group 3, Census Tract 115, Muscogee County, Georgia",1400000US13215011500,68.0,220.0
"Block Group 4, Census Tract 115, Muscogee County, Georgia",1400000US13215011500,166.0,535.0
"Block Group 5, Census Tract 115, Muscogee County, Georgia",1400000US13215011500,56.0,182.0
"Block Group 6, Census Tract 115, Muscogee County, Georgia",1400000US13215011500,9.0,30.0
"Block Group 1, Census Tract 1001, Newton County, Georgia",1400000US13217100100,73.0,475.0
"Block Group 2, Census Tract 1001, Newton County, Georgia",1400000US13217100100,99.0,642.0
"Block Group 3, Census Tract 1001, Newton County, Georgia",1400000US13217100100,63.0,409.0
"Block Group 4, Census Tract 1001, Newton County, Georgia",1400000US13217100100,80.0,521.0
"Block Group 1, Census Tract 1002.01, Newton County, Georgia",1400000US13217100201,199.0,618.0
"Block Group 2, Census Tract 1002.01, Newton County, Georgia",1400000US13217100201,71.0,220.0
"Block Group 3, Census Tract 1002.01, Newton County, Georgia",1400000US13217100201,194.0,601.0
"Block Group 1, Census Tract 1002.02, Newton County, Georgia",1400000US13217100202,67.0,680.0
"Block Group 2, Census Tract 1002.02, Newton County, Georgia",1400000US13217100202,28.0,287.0
"Block Group 1, Census Tract 1003, Newton County, Georgia",1400000US13217100300,310.0,767.0
"Block Group 2, Census Tract 1003, Newton County, Georgia",1400000US13217100300,266.0,656.0
"Block Group 3, Census Tract 1003, Newton County, Georgia",1400000US13217100300,166.0,411.0
"Block Group 4, Census Tract 1003, Newton County, Georgia",1400000US13217100300,32.0,80.0
"Block Group 1, Census Tract 1004, Newton County, Georgia",1400000US13217100400,189.0,378.0
"Block Group 2, Census Tract 1004, Newton County, Georgia",1400000US13217100400,119.0,238.0
"Block Group 1, Census Tract 1005.01, Newton County, Georgia",1400000US13217100501,286.0,1568.0
"Block Group 2, Census Tract 1005.01, Newton County, Georgia",1400000US13217100501,489.0,2678.0
"Block Group 3, Census Tract 1005.01, Newton County, Georgia",1400000US13217100501,45.0,246.0
"Block Group 1, Census Tract 1005.02, Newton County, Georgia",1400000US13217100502,349.0,1592.0
"Block Group 2, Census Tract 1005.02, Newton County, Georgia",1400000US13217100502,166.0,754.0
"Block Group 1, Census Tract 1006, Newton County, Georgia",1400000US13217100600,168.0,833.0
"Block Group 2, Census Tract 1006, Newton County, Georgia",1400000US13217100600,88.0,438.0
"Block Group 1, Census Tract 1007, Newton County, Georgia",1400000US13217100700,108.0,164.0
"Block Group 2, Census Tract 1007, Newton County, Georgia",1400000US13217100700,213.0,324.0
"Block Group 3, Census Tract 1007, Newton County, Georgia",1400000US13217100700,314.0,477.0
"Block Group 1, Census Tract 1008, Newton County, Georgia",1400000US13217100800,204.0,1259.0
"Block Group 2, Census Tract 1008, Newton County, Georgia",1400000US13217100800,180.0,1110.0
"Block Group 1, Census Tract 1009.01, Newton County, Georgia",1400000US13217100901,182.0,994.0
"Block Group 2, Census Tract 1009.01, Newton County, Georgia",1400000US13217100901,138.0,751.0
"Block Group 3, Census Tract 1009.01, Newton County, Georgia",1400000US13217100901,130.0,709.0
"Block Group 1, Census Tract 1009.02, Newton County, Georgia",1400000US13217100902,236.0,733.0
"Block Group 2, Census Tract 1009.02, Newton County, Georgia",1400000US13217100902,141.0,438.0
"Block Group 1, Census Tract 1009.03, Newton County, Georgia",1400000US13217100903,256.0,1115.0
"Block Group 2, Census Tract 1009.03, Newton County, Georgia",1400000US13217100903,74.0,322.0
"Block Group 1, Census Tract 301, Oconee County, Georgia",1400000US13219030100,22.0,728.0
"Block Group 2, Census Tract 301, Oconee County, Georgia",1400000US13219030100,35.0,1161.0
"Block Group 3, Census Tract 301, Oconee County, Georgia",1400000US13219030100,19.0,640.0
"Block Group 4, Census Tract 301, Oconee County, Georgia",1400000US13219030100,11.0,375.0
"Block Group 1, Census Tract 302, Oconee County, Georgia",1400000US13219030200,200.0,584.0
"Block Group 2, Census Tract 302, Oconee County, Georgia",1400000US13219030200,195.0,570.0
"Block Group 1, Census Tract 303, Oconee County, Georgia",1400000US13219030300,37.0,623.0
"Block Group 2, Census Tract 303, Oconee County, Georgia",1400000US13219030300,20.0,332.0
"Block Group 1, Census Tract 304, Oconee County, Georgia",1400000US13219030400,70.0,444.0
"Block Group 2, Census Tract 304, Oconee County, Georgia",1400000US13219030400,45.0,284.0
"Block Group 3, Census Tract 304, Oconee County, Georgia",1400000US13219030400,105.0,672.0
"Block Group 1, Census Tract 305, Oconee County, Georgia",1400000US13219030500,12.0,638.0
"Block Group 1, Census Tract 306, Oconee County, Georgia",1400000US13219030600,31.0,747.0
"Block Group 2, Census Tract 306, Oconee County, Georgia",1400000US13219030600,7.0,179.0
"Block Group 1, Census Tract 9601, Oglethorpe County, Georgia",1400000US13221960100,39.0,59.0
"Block Group 2, Census Tract 9601, Oglethorpe County, Georgia",1400000US13221960100,164.0,244.0
"Block Group 1, Census Tract 9602.01, Oglethorpe County, Georgia",1400000US13221960201,66.0,379.0
"Block Group 2, Census Tract 9602.01, Oglethorpe County, Georgia",1400000US13221960201,41.0,235.0
"Block Group 3, Census Tract 9602.01, Oglethorpe County, Georgia",1400000US13221960201,114.0,656.0
"Block Group 1, Census Tract 9602.02, Oglethorpe County, Georgia",1400000US13221960202,93.0,214.0
"Block Group 2, Census Tract 9602.02, Oglethorpe County, Georgia",1400000US13221960202,92.0,210.0
"Block Group 3, Census Tract 9602.02, Oglethorpe County, Georgia",1400000US13221960202,170.0,390.0
"Block Group 1, Census Tract 9603, Oglethorpe County, Georgia",1400000US13221960300,124.0,253.0
"Block Group 1, Census Tract 1201.01, Paulding County, Georgia",1400000US13223120101,142.0,1796.0
"Block Group 2, Census Tract 1201.01, Paulding County, Georgia",1400000US13223120101,63.0,793.0
"Block Group 3, Census Tract 1201.01, Paulding County, Georgia",1400000US13223120101,37.0,468.0
"Block Group 1, Census Tract 1201.02, Paulding County, Georgia",1400000US13223120102,104.0,1493.0
"Block Group 2, Census Tract 1201.02, Paulding County, Georgia",1400000US13223120102,122.0,1764.0
"Block Group 1, Census Tract 1201.03, Paulding County, Georgia",1400000US13223120103,78.0,1000.0
"Block Group 2, Census Tract 1201.03, Paulding County, Georgia",1400000US13223120103,161.0,2065.0
"Block Group 1, Census Tract 1201.04, Paulding County, Georgia",1400000US13223120104,13.0,653.0
"Block Group 1, Census Tract 1202.02, Paulding County, Georgia",1400000US13223120202,58.0,1331.0
"Block Group 2, Census Tract 1202.02, Paulding County, Georgia",1400000US13223120202,33.0,757.0
"Block Group 1, Census Tract 1202.03, Paulding County, Georgia",1400000US13223120203,91.0,653.0
"Block Group 2, Census Tract 1202.03, Paulding County, Georgia",1400000US13223120203,85.0,610.0
"Block Group 1, Census Tract 1202.04, Paulding County, Georgia",1400000US13223120204,121.0,968.0
"Block Group 2, Census Tract 1202.04, Paulding County, Georgia",1400000US13223120204,106.0,843.0
"Block Group 1, Census Tract 1203.01, Paulding County, Georgia",1400000US13223120301,178.0,1243.0
"Block Group 2, Census Tract 1203.01, Paulding County, Georgia",1400000US13223120301,45.0,312.0
"Block Group 1, Census Tract 1203.02, Paulding County, Georgia",1400000US13223120302,42.0,285.0
"Block Group 2, Census Tract 1203.02, Paulding County, Georgia",1400000US13223120302,191.0,1284.0
"Block Group 3, Census Tract 1203.02, Paulding County, Georgia",1400000US13223120302,277.0,1869.0
"Block Group 4, Census Tract 1203.02, Paulding County, Georgia",1400000US13223120302,76.0,515.0
"Block Group 1, Census Tract 1203.03, Paulding County, Georgia",1400000US13223120303,38.0,553.0
"Block Group 1, Census Tract 1204, Paulding County, Georgia",1400000US13223120400,302.0,1368.0
"Block Group 2, Census Tract 1204, Paulding County, Georgia",1400000US13223120400,442.0,2004.0
"Block Group 3, Census Tract 1204, Paulding County, Georgia",1400000US13223120400,16.0,71.0
"Block Group 4, Census Tract 1204, Paulding County, Georgia",1400000US13223120400,170.0,768.0
"Block Group 1, Census Tract 1205.01, Paulding County, Georgia",1400000US13223120501,278.0,1465.0
"Block Group 2, Census Tract 1205.01, Paulding County, Georgia",1400000US13223120501,125.0,660.0
"Block Group 1, Census Tract 1205.02, Paulding County, Georgia",1400000US13223120502,71.0,378.0
"Block Group 2, Census Tract 1205.02, Paulding County, Georgia",1400000US13223120502,52.0,278.0
"Block Group 3, Census Tract 1205.02, Paulding County, Georgia",1400000US13223120502,169.0,892.0
"Block Group 4, Census Tract 1205.02, Paulding County, Georgia",1400000US13223120502,25.0,130.0
"Block Group 5, Census Tract 1205.02, Paulding County, Georgia",1400000US13223120502,35.0,185.0
"Block Group 1, Census Tract 1205.03, Paulding County, Georgia",1400000US13223120503,83.0,1027.0
"Block Group 2, Census Tract 1205.03, Paulding County, Georgia",1400000US13223120503,24.0,305.0
"Block Group 1, Census Tract 1206.01, Paulding County, Georgia",1400000US13223120601,24.0,557.0
"Block Group 2, Census Tract 1206.01, Paulding County, Georgia",1400000US13223120601,31.0,725.0
"Block Group 1, Census Tract 1206.02, Paulding County, Georgia",1400000US13223120602,67.0,372.0
"Block Group 2, Census Tract 1206.02, Paulding County, Georgia",1400000US13223120602,114.0,640.0
"Block Group 3, Census Tract 1206.02, Paulding County, Georgia",1400000US13223120602,118.0,658.0
"Block Group 4, Census Tract 1206.02, Paulding County, Georgia",1400000US13223120602,162.0,910.0
"Block Group 1, Census Tract 1206.03, Paulding County, Georgia",1400000US13223120603,151.0,1006.0
"Block Group 2, Census Tract 1206.03, Paulding County, Georgia",1400000US13223120603,67.0,448.0
"Block Group 1, Census Tract 1206.04, Paulding County, Georgia",1400000US13223120604,43.0,493.0
"Block Group 2, Census Tract 1206.04, Paulding County, Georgia",1400000US13223120604,70.0,809.0
"Block Group 1, Census Tract 1206.05, Paulding County, Georgia",1400000US13223120605,165.0,1006.0
"Block Group 2, Census Tract 1206.05, Paulding County, Georgia",1400000US13223120605,56.0,340.0
"Block Group 1, Census Tract 401.01, Peach County, Georgia",1400000US13225040101,0.0,324.0
"Block Group 1, Census Tract 401.02, Peach County, Georgia",1400000US13225040102,151.0,976.0
"Block Group 2, Census Tract 401.02, Peach County, Georgia",1400000US13225040102,78.0,507.0
"Block Group 3, Census Tract 401.02, Peach County, Georgia",1400000US13225040102,136.0,885.0
"Block Group 4, Census Tract 401.02, Peach County, Georgia",1400000US13225040102,47.0,305.0
"Block Group 1, Census Tract 402, Peach County, Georgia",1400000US13225040200,281.0,441.0
"Block Group 2, Census Tract 402, Peach County, Georgia",1400000US13225040200,216.0,338.0
"Block Group 1, Census Tract 403.01, Peach County, Georgia",1400000US13225040301,135.0,215.0
"Block Group 2, Census Tract 403.01, Peach County, Georgia",1400000US13225040301,58.0,92.0
"Block Group 1, Census Tract 403.02, Peach County, Georgia",1400000US13225040302,371.0,167.0
"Block Group 1, Census Tract 404, Peach County, Georgia",1400000US13225040400,423.0,764.0
"Block Group 2, Census Tract 404, Peach County, Georgia",1400000US13225040400,192.0,347.0
"Block Group 1, Census Tract 501, Pickens County, Georgia",1400000US13227050100,7.0,45.0
"Block Group 2, Census Tract 501, Pickens County, Georgia",1400000US13227050100,19.0,119.0
"Block Group 3, Census Tract 501, Pickens County, Georgia",1400000US13227050100,33.0,211.0
"Block Group 1, Census Tract 502, Pickens County, Georgia",1400000US13227050200,41.0,404.0
"Block Group 2, Census Tract 502, Pickens County, Georgia",1400000US13227050200,37.0,358.0
"Block Group 3, Census Tract 502, Pickens County, Georgia",1400000US13227050200,2.0,19.0
"Block Group 4, Census Tract 502, Pickens County, Georgia",1400000US13227050200,28.0,271.0
"Block Group 1, Census Tract 503, Pickens County, Georgia",1400000US13227050300,28.0,184.0
"Block Group 2, Census Tract 503, Pickens County, Georgia",1400000US13227050300,123.0,797.0
"Block Group 1, Census Tract 504, Pickens County, Georgia",1400000US13227050400,46.0,182.0
"Block Group 2, Census Tract 504, Pickens County, Georgia",1400000US13227050400,166.0,663.0
"Block Group 1, Census Tract 505, Pickens County, Georgia",1400000US13227050500,41.0,213.0
"Block Group 2, Census Tract 505, Pickens County, Georgia",1400000US13227050500,146.0,765.0
"Block Group 1, Census Tract 506, Pickens County, Georgia",1400000US13227050600,20.0,340.0
"Block Group 2, Census Tract 506, Pickens County, Georgia",1400000US13227050600,3.0,55.0
"Block Group 3, Census Tract 506, Pickens County, Georgia",1400000US13227050600,44.0,740.0
"Block Group 4, Census Tract 506, Pickens County, Georgia",1400000US13227050600,23.0,387.0
"Block Group 1, Census Tract 9601, Pierce County, Georgia",1400000US13229960100,118.0,346.0
"Block Group 2, Census Tract 9601, Pierce County, Georgia",1400000US13229960100,97.0,283.0
"Block Group 1, Census Tract 9602, Pierce County, Georgia",1400000US13229960200,52.0,183.0
"Block Group 2, Census Tract 9602, Pierce County, Georgia",1400000US13229960200,20.0,72.0
"Block Group 1, Census Tract 9603, Pierce County, Georgia",1400000US13229960300,118.0,252.0
"Block Group 2, Census Tract 9603, Pierce County, Georgia",1400000US13229960300,121.0,259.0
"Block Group 3, Census Tract 9603, Pierce County, Georgia",1400000US13229960300,163.0,348.0
"Block Group 4, Census Tract 9603, Pierce County, Georgia",1400000US13229960300,90.0,194.0
"Block Group 1, Census Tract 9604, Pierce County, Georgia",1400000US13229960400,183.0,479.0
"Block Group 2, Census Tract 9604, Pierce County, Georgia",1400000US13229960400,70.0,185.0
"Block Group 3, Census Tract 9604, Pierce County, Georgia",1400000US13229960400,73.0,192.0
"Block Group 4, Census Tract 9604, Pierce County, Georgia",1400000US13229960400,275.0,721.0
"Block Group 1, Census Tract 101, Pike County, Georgia",1400000US13231010100,80.0,473.0
"Block Group 2, Census Tract 101, Pike County, Georgia",1400000US13231010100,69.0,407.0
"Block Group 3, Census Tract 101, Pike County, Georgia",1400000US13231010100,96.0,567.0
"Block Group 1, Census Tract 102, Pike County, Georgia",1400000US13231010200,94.0,579.0
"Block Group 1, Census Tract 103, Pike County, Georgia",1400000US13231010300,79.0,542.0
"Block Group 2, Census Tract 103, Pike County, Georgia",1400000US13231010300,78.0,540.0
"Block Group 1, Census Tract 104, Pike County, Georgia",1400000US13231010400,105.0,328.0
"Block Group 2, Census Tract 104, Pike County, Georgia",1400000US13231010400,152.0,473.0
"Block Group 1, Census Tract 101, Polk County, Georgia",1400000US13233010100,46.0,240.0
"Block Group 2, Census Tract 101, Polk County, Georgia",1400000US13233010100,28.0,145.0
"Block Group 3, Census Tract 101, Polk County, Georgia",1400000US13233010100,74.0,387.0
"Block Group 4, Census Tract 101, Polk County, Georgia",1400000US13233010100,96.0,500.0
"Block Group 1, Census Tract 102, Polk County, Georgia",1400000US13233010200,71.0,289.0
"Block Group 2, Census Tract 102, Polk County, Georgia",1400000US13233010200,88.0,358.0
"Block Group 3, Census Tract 102, Polk County, Georgia",1400000US13233010200,82.0,331.0
"Block Group 4, Census Tract 102, Polk County, Georgia",1400000US13233010200,35.0,142.0
"Block Group 5, Census Tract 102, Polk County, Georgia",1400000US13233010200,23.0,94.0
"Block Group 1, Census Tract 103, Polk County, Georgia",1400000US13233010300,50.0,160.0
"Block Group 2, Census Tract 103, Polk County, Georgia",1400000US13233010300,197.0,631.0
"Block Group 3, Census Tract 103, Polk County, Georgia",1400000US13233010300,144.0,462.0
"Block Group 1, Census Tract 104, Polk County, Georgia",1400000US13233010400,124.0,228.0
"Block Group 2, Census Tract 104, Polk County, Georgia",1400000US13233010400,83.0,152.0
"Block Group 3, Census Tract 104, Polk County, Georgia",1400000US13233010400,57.0,106.0
"Block Group 4, Census Tract 104, Polk County, Georgia",1400000US13233010400,69.0,126.0
"Block Group 5, Census Tract 104, Polk County, Georgia",1400000US13233010400,84.0,156.0
"Block Group 1, Census Tract 105, Polk County, Georgia",1400000US13233010500,58.0,110.0
"Block Group 2, Census Tract 105, Polk County, Georgia",1400000US13233010500,42.0,78.0
"Block Group 3, Census Tract 105, Polk County, Georgia",1400000US13233010500,21.0,39.0
"Block Group 4, Census Tract 105, Polk County, Georgia",1400000US13233010500,284.0,536.0
"Block Group 5, Census Tract 105, Polk County, Georgia",1400000US13233010500,82.0,155.0
"Block Group 6, Census Tract 105, Polk County, Georgia",1400000US13233010500,166.0,313.0
"Block Group 1, Census Tract 106, Polk County, Georgia",1400000US13233010600,107.0,236.0
"Block Group 2, Census Tract 106, Polk County, Georgia",1400000US13233010600,164.0,363.0
"Block Group 3, Census Tract 106, Polk County, Georgia",1400000US13233010600,62.0,137.0
"Block Group 4, Census Tract 106, Polk County, Georgia",1400000US13233010600,53.0,117.0
"Block Group 1, Census Tract 107, Polk County, Georgia",1400000US13233010700,187.0,225.0
"Block Group 2, Census Tract 107, Polk County, Georgia",1400000US13233010700,60.0,71.0
"Block Group 3, Census Tract 107, Polk County, Georgia",1400000US13233010700,237.0,284.0
"Block Group 4, Census Tract 107, Polk County, Georgia",1400000US13233010700,170.0,204.0
"Block Group 5, Census Tract 107, Polk County, Georgia",1400000US13233010700,249.0,298.0
"Block Group 1, Census Tract 9501, Pulaski County, Georgia",1400000US13235950100,428.0,1951.0
"Block Group 2, Census Tract 9501, Pulaski County, Georgia",1400000US13235950100,40.0,182.0
"Block Group 1, Census Tract 9502, Pulaski County, Georgia",1400000US13235950200,68.0,121.0
"Block Group 2, Census Tract 9502, Pulaski County, Georgia",1400000US13235950200,0.0,0.0
"Block Group 3, Census Tract 9502, Pulaski County, Georgia",1400000US13235950200,301.0,537.0
"Block Group 4, Census Tract 9502, Pulaski County, Georgia",1400000US13235950200,23.0,41.0
"Block Group 5, Census Tract 9502, Pulaski County, Georgia",1400000US13235950200,93.0,166.0
"Block Group 6, Census Tract 9502, Pulaski County, Georgia",1400000US13235950200,100.0,178.0
"Block Group 1, Census Tract 9503, Pulaski County, Georgia",1400000US13235950300,50.0,189.0
"Block Group 1, Census Tract 9601.01, Putnam County, Georgia",1400000US13237960101,30.0,64.0
"Block Group 2, Census Tract 9601.01, Putnam County, Georgia",1400000US13237960101,20.0,43.0
"Block Group 3, Census Tract 9601.01, Putnam County, Georgia",1400000US13237960101,99.0,215.0
"Block Group 1, Census Tract 9601.02, Putnam County, Georgia",1400000US13237960102,42.0,214.0
"Block Group 2, Census Tract 9601.02, Putnam County, Georgia",1400000US13237960102,95.0,486.0
"Block Group 1, Census Tract 9602.01, Putnam County, Georgia",1400000US13237960201,193.0,324.0
"Block Group 1, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,63.0,167.0
"Block Group 2, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,132.0,352.0
"Block Group 3, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,52.0,137.0
"Block Group 4, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,88.0,233.0
"Block Group 5, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,35.0,94.0
"Block Group 6, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,90.0,238.0
"Block Group 7, Census Tract 9602.02, Putnam County, Georgia",1400000US13237960202,0.0,0.0
"Block Group 1, Census Tract 9603, Putnam County, Georgia",1400000US13237960300,52.0,414.0
"Block Group 2, Census Tract 9603, Putnam County, Georgia",1400000US13237960300,76.0,611.0
"Block Group 3, Census Tract 9603, Putnam County, Georgia",1400000US13237960300,7.0,57.0
"Block Group 4, Census Tract 9603, Putnam County, Georgia",1400000US13237960300,47.0,379.0
"Block Group 1, Census Tract 9603, Quitman County, Georgia",1400000US13239960300,80.0,217.0
"Block Group 2, Census Tract 9603, Quitman County, Georgia",1400000US13239960300,15.0,41.0
"Block Group 1, Census Tract 9701, Rabun County, Georgia",1400000US13241970100,55.0,109.0
"Block Group 2, Census Tract 9701, Rabun County, Georgia",1400000US13241970100,150.0,298.0
"Block Group 3, Census Tract 9701, Rabun County, Georgia",1400000US13241970100,102.0,204.0
"Block Group 4, Census Tract 9701, Rabun County, Georgia",1400000US13241970100,79.0,157.0
"Block Group 1, Census Tract 9702.01, Rabun County, Georgia",1400000US13241970201,39.0,227.0
"Block Group 2, Census Tract 9702.01, Rabun County, Georgia",1400000US13241970201,25.0,150.0
"Block Group 3, Census Tract 9702.01, Rabun County, Georgia",1400000US13241970201,19.0,110.0
"Block Group 1, Census Tract 9702.02, Rabun County, Georgia",1400000US13241970202,86.0,203.0
"Block Group 2, Census Tract 9702.02, Rabun County, Georgia",1400000US13241970202,80.0,189.0
"Block Group 1, Census Tract 9703.01, Rabun County, Georgia",1400000US13241970301,12.0,48.0
"Block Group 2, Census Tract 9703.01, Rabun County, Georgia",1400000US13241970301,15.0,58.0
"Block Group 3, Census Tract 9703.01, Rabun County, Georgia",1400000US13241970301,76.0,299.0
"Block Group 1, Census Tract 9703.02, Rabun County, Georgia",1400000US13241970302,169.0,299.0
"Block Group 1, Census Tract 7901, Randolph County, Georgia",1400000US13243790100,91.0,131.0
"Block Group 2, Census Tract 7901, Randolph County, Georgia",1400000US13243790100,65.0,93.0
